timestamp,device_id,trust_score,drift_score,ml_score
2026-03-13T12:07:47.495910Z,camera_01,83.25740527500281,12.234881786019738,8.546263330019045
2026-03-13T12:07:53.899068Z,camera_01,84.75041062904869,12.23160733490883,3.5728532676437164
2026-03-13T12:08:52.988263Z,camera_01,87.30971663969197,12.20063133540221,5.42076207438511
2026-03-13T12:08:53.108298Z,camera_01,87.30971663969197,12.20063133540221,5.42076207438511
2026-03-13T12:09:02.661206Z,camera_01,87.31131435218455,12.195305627093619,5.42076207438511
2026-03-13T12:09:12.660247Z,camera_01,87.31291726781517,12.189962574991574,5.42076207438511
2026-03-13T12:09:22.672971Z,camera_01,87.31452535849519,12.184602272724844,5.42076207438511
2026-03-13T12:09:32.704124Z,camera_01,87.31612845367899,12.179258622112187,5.42076207438511
2026-03-13T12:09:42.973739Z,camera_01,87.31773161433989,12.173914753242487,5.42076207438511
2026-03-13T12:09:48.177239Z,camera_01,87.31837086426184,12.171783920169345,5.42076207438511
2026-03-13T12:09:52.676890Z,camera_01,87.31901519770008,12.169636142041877,5.42076207438511
2026-03-13T12:10:02.999454Z,camera_01,87.32093809121386,12.163226496995925,5.42076207438511
2026-03-13T12:10:12.675779Z,camera_01,87.32222174439903,12.158947653045388,5.42076207438511
2026-03-13T12:10:22.972900Z,camera_01,87.32381999817305,12.153620140465298,5.42076207438511
2026-03-13T12:10:32.669075Z,camera_01,87.32542843367187,12.148258688802553,5.42076207438511
2026-03-13T12:10:42.974467Z,camera_01,87.32703182106447,12.142914064160596,5.42076207438511
2026-03-13T12:10:52.668688Z,camera_01,87.3270267456578,12.142930982182804,5.42076207438511
2026-03-13T12:11:02.967215Z,camera_01,87.32702167023352,12.14294790026374,5.42076207438511
2026-03-13T12:11:13.250431Z,camera_01,87.32703182099526,12.142914064391254,5.42076207438511
2026-03-13T12:11:23.557343Z,camera_01,87.3270216702239,12.142947900295807,5.42076207438511
2026-03-13T12:12:27.295878Z,camera_01,87.32092794034301,12.163260333232085,5.42076207438511
2026-03-13T12:12:27.368711Z,camera_01,87.32092794034301,12.163260333232085,5.42076207438511
2026-03-13T12:12:36.989211Z,camera_01,87.31932975416923,12.168587620478027,5.42076207438511
2026-03-13T12:12:46.974842Z,camera_01,87.31773161426841,12.173914753480748,5.42076207438511
2026-03-13T12:12:48.344258Z,camera_01,87.31773161426841,12.173914753480748,5.42076207438511
2026-03-13T12:12:56.977496Z,camera_01,87.31612337816138,12.179275540504227,5.42076207438511
2026-03-13T12:13:06.983569Z,camera_01,87.31483988103012,12.183553864275048,5.42076207438511
2026-03-13T12:13:07.093846Z,sensor_02,71.92786981080874,50.0,8.546263330019045
2026-03-13T12:13:17.287271Z,camera_01,87.31291219223218,12.189979493601534,5.42076207438511
2026-03-13T12:13:17.377560Z,sensor_02,74.49174499511719,50.0,0
2026-03-13T12:13:37.508791Z,camera_01,87.31003617003043,12.199566234274053,5.42076207438511
2026-03-13T12:13:37.572182Z,camera_01,87.31003617003043,12.199566234274053,5.42076207438511
2026-03-13T12:13:37.689752Z,sensor_02,72.73931735616361,50.0,5.841438178836156
2026-03-13T12:13:37.750827Z,sensor_02,72.73931735616361,50.0,5.841438178836156
2026-03-13T12:13:48.260490Z,camera_01,83.93373859897743,12.188693062957048,6.338007639833032
2026-03-13T12:13:48.424914Z,sensor_02,72.76709899124097,50.0,5.748832728578302
2026-03-13T12:13:58.248342Z,camera_01,83.89124256127937,12.18535477544246,6.482999386341137
2026-03-13T12:13:58.411216Z,sensor_02,72.78014820306424,50.0,5.705335355834018
2026-03-13T12:14:08.248781Z,camera_01,83.8770379482826,12.172287084351717,6.543415787421125
2026-03-13T12:14:08.406542Z,sensor_02,72.84708804114905,50.0,5.4822025622179975
2026-03-13T12:14:18.252805Z,camera_01,83.79834988697947,12.168944869703775,6.80905153974617
2026-03-13T12:14:18.398159Z,sensor_02,75.96990604031264,50.0,5.42076207438511
2026-03-13T12:14:28.564827Z,camera_01,85.84466552734375,12.156935322504587,0
2026-03-13T12:14:37.478308Z,camera_01,85.84565734863281,12.153633456442321,0
2026-03-13T12:14:47.776530Z,camera_01,85.7654761853859,12.149335384879619,0.27157336321560477
2026-03-13T12:14:47.888700Z,sensor_02,75.96990604031264,50.0,5.42076207438511
2026-03-13T12:14:57.478972Z,camera_01,85.85214233398438,12.132011414368312,0
2026-03-13T12:15:07.479989Z,camera_01,85.85474395751953,12.123349428998253,0
2026-03-13T12:15:17.788604Z,camera_01,85.85993957519531,12.106025457700461,0
2026-03-13T12:15:27.503690Z,camera_01,85.86254119873047,12.097363472118634,0
2026-03-13T12:15:33.787506Z,camera_02,82.8312556481358,16.360205693426035,5.841438178836156
2026-03-13T12:15:48.432256Z,camera_01,85.8703384399414,12.071377515432689,0
2026-03-13T12:15:48.471300Z,camera_02,82.87121884055955,16.350442363741674,5.717990867108014
2026-03-13T12:15:48.566096Z,sensor_02,75.96990604031264,50.0,5.42076207438511
2026-03-13T12:16:36.704399Z,camera_01,85.88592529296875,12.019405602667598,0
2026-03-13T12:16:37.081298Z,camera_01,85.88592529296875,12.019405602667598,0
2026-03-13T12:16:46.669626Z,camera_01,85.88592529296875,12.019405602673057,0
2026-03-13T12:16:56.981060Z,camera_01,85.88592529296875,12.019405602770238,0
2026-03-13T12:17:06.680149Z,camera_01,85.88592529296875,12.019405602662706,0
2026-03-13T12:17:17.713274Z,camera_01,85.88333129882812,12.02806758830455,0
2026-03-13T12:17:27.265077Z,camera_01,85.87812805175781,12.045391559892908,0
2026-03-13T12:17:37.556204Z,camera_01,85.87553405761719,12.054053545527347,0
2026-03-13T12:17:47.270603Z,camera_01,85.8703384399414,12.071377516806983,0
2026-03-13T12:17:57.554971Z,camera_01,85.86773681640625,12.080039502477355,0
2026-03-13T13:43:29.433176+00:00,camera_01,80.05368937176698,25.019749956018444,6.266297703887513
2026-03-13T13:43:40.630404+00:00,camera_01,81.31926164234325,25.019749981122175,2.04772344352957
2026-03-13T13:45:00.712556+00:00,camera_01,81.93357849121094,25.01974987648585,0
2026-03-13T13:45:00.791020+00:00,camera_01,81.93357849121094,25.01974987648585,0
2026-03-13T13:45:21.976734+00:00,camera_01,81.93357849121094,25.019749867613662,0
2026-03-13T13:45:22.113675+00:00,camera_01,81.93357849121094,25.019749867613662,0
2026-03-13T13:45:24.735060+00:00,camera_01,81.93357849121094,25.019749867613662,0
2026-03-13T13:45:44.533927+00:00,camera_01,81.93357849121094,25.019749867613662,0
2026-03-13T13:45:44.614092+00:00,camera_01,81.93357849121094,25.019749867613662,0
2026-03-13T13:45:54.506985+00:00,camera_01,81.93357849121094,25.019749867613662,0
2026-03-13T13:46:04.501566+00:00,camera_01,81.93357849121094,25.019749867613662,0
2026-03-13T13:46:14.521209+00:00,camera_01,81.93357849121094,25.019749867613662,0
2026-03-13T13:46:54.780563+00:00,camera_01,81.93357849121094,25.019749849117005,0
2026-03-13T13:46:54.924859+00:00,camera_01,81.93357849121094,25.019749849117005,0
2026-03-13T13:47:04.992659+00:00,camera_01,81.93357849121094,25.019749836326415,0
2026-03-13T13:47:05.052554+00:00,camera_02,79.44191539063156,25.021250000000002,8.478194730609644
2026-03-13T13:47:14.357509+00:00,camera_02,79.57419398080084,25.021250000000002,8.037266096712049
2026-03-13T13:47:50.787302+00:00,camera_01,81.02320370748777,25.01974974529152,3.0345834622118484
2026-03-13T13:47:50.899518+00:00,camera_01,81.02320370748777,25.01974974529152,3.0345834622118484
2026-03-13T13:47:51.012333+00:00,camera_02,81.42313303844679,25.019749805500044,1.8756360990588195
2026-03-13T13:47:51.130365+00:00,camera_02,81.42313303844679,25.019749805500044,1.8756360990588195
2026-03-13T13:48:00.492852+00:00,camera_01,84.8801852949418,25.021250000000002,9.121294505345379
2026-03-13T13:48:00.782069+00:00,camera_02,81.83589307479343,25.01974982684958,0.4997692898871642
2026-03-13T13:48:10.499630+00:00,camera_02,81.90435185544938,25.01974981800132,0.27157336321560477
2026-03-13T13:48:20.804401+00:00,camera_02,81.98582458496094,25.019749762313648,0
2026-03-13T13:48:20.920414+00:00,sensor_01,81.95497131347656,25.122578079589964,0
2026-03-13T13:48:25.017635+00:00,camera_02,81.98582458496094,25.019749762313648,0
2026-03-13T13:48:25.084255+00:00,sensor_01,81.92390441894531,25.226137556956054,0
2026-03-13T13:48:29.282312+00:00,sensor_01,81.89437866210938,25.32457746249962,0
2026-03-13T13:48:44.254753+00:00,camera_02,81.98582458496094,25.019749750007907,0
2026-03-13T13:48:44.378499+00:00,camera_02,81.98582458496094,25.019749750007907,0
2026-03-13T13:48:44.459680+00:00,sensor_01,80.05656813840875,25.609164059182866,5.841438178836156
2026-03-13T13:48:44.554941+00:00,sensor_01,80.05656813840875,25.609164059182866,5.841438178836156
2026-03-13T13:48:53.912659+00:00,camera_02,81.98582458496094,25.01974976367404,0
2026-03-13T13:48:54.035649+00:00,sensor_01,80.01694746584826,25.83383841797565,5.748832728578302
2026-03-13T13:49:03.912390+00:00,camera_02,81.98582458496094,25.01974978298017,0
2026-03-13T13:49:04.027687+00:00,sensor_01,79.97614470443709,26.013344995423868,5.705335355834018
2026-03-13T13:49:13.920003+00:00,camera_02,81.98582458496094,25.0197497955317,0
2026-03-13T13:49:14.057807+00:00,sensor_01,79.98991242748758,26.19058537887158,5.4822025622179975
2026-03-13T13:49:23.919171+00:00,camera_02,81.98582458496094,25.01974973026251,0
2026-03-13T13:49:24.040164+00:00,sensor_01,83.0475335976781,26.407908142115172,5.42076207438511
2026-03-13T13:49:34.214493+00:00,camera_02,81.98582458496094,25.01974974151026,0
2026-03-13T13:49:34.341264+00:00,sensor_01,83.00768827176599,26.540725895155525,5.42076207438511
2026-03-13T13:49:43.915632+00:00,camera_02,81.98582458496094,25.01974975289242,0
2026-03-13T13:49:44.026091+00:00,sensor_01,82.9556130018021,26.714310128368453,5.42076207438511
2026-03-13T13:49:54.220113+00:00,camera_02,81.98582458496094,25.01974976224912,0
2026-03-13T13:49:54.360766+00:00,sensor_01,82.90375214312812,26.887179657281745,5.42076207438511
2026-03-13T13:50:03.910117+00:00,camera_02,81.98582458496094,25.019749760157133,0
2026-03-13T13:50:04.030314+00:00,sensor_01,82.85239048219873,27.05838519371307,5.42076207438511
2026-03-13T13:50:14.214326+00:00,camera_02,81.98582458496094,25.019749762458158,0
2026-03-13T13:50:14.312148+00:00,sensor_01,82.81332139604609,27.1886154808885,5.42076207438511
2026-03-13T13:50:23.908103+00:00,camera_02,81.98582458496094,25.019749828514204,0
2026-03-13T13:50:23.982630+00:00,sensor_01,82.78687788289903,27.27676052471199,5.42076207438511
2026-03-13T13:50:34.225682+00:00,camera_02,81.98582458496094,25.01974981059262,0
2026-03-13T13:50:34.291364+00:00,sensor_01,83.73554162140138,24.11454806303753,5.42076207438511
2026-03-13T13:50:43.914327+00:00,camera_02,81.98582458496094,25.019749830256487,0
2026-03-13T13:50:43.989681+00:00,sensor_01,87.6967974072867,10.910362110086467,5.42076207438511
