timestamp,device_id,trust_score,drift_score,attack_score,policy_score
2026-03-13T12:07:47.495910Z,camera_01,83.25740527500281,12.234881786019738,8.546263330019045,0.0
2026-03-13T12:07:53.899068Z,camera_01,84.75041062904869,12.23160733490883,3.5728532676437164,0.0
2026-03-13T12:08:52.988263Z,camera_01,87.30971663969197,12.20063133540221,5.42076207438511,0.0
2026-03-13T12:08:53.108298Z,camera_01,87.30971663969197,12.20063133540221,5.42076207438511,0.0
2026-03-13T12:09:02.661206Z,camera_01,87.31131435218455,12.195305627093619,5.42076207438511,0.0
2026-03-13T12:09:12.660247Z,camera_01,87.31291726781517,12.189962574991574,5.42076207438511,0.0
2026-03-13T12:09:22.672971Z,camera_01,87.31452535849519,12.184602272724844,5.42076207438511,0.0
2026-03-13T12:09:32.704124Z,camera_01,87.31612845367899,12.179258622112187,5.42076207438511,0.0
2026-03-13T12:09:42.973739Z,camera_01,87.31773161433989,12.173914753242487,5.42076207438511,0.0
2026-03-13T12:09:48.177239Z,camera_01,87.31837086426184,12.171783920169345,5.42076207438511,0.0
2026-03-13T12:09:52.676890Z,camera_01,87.31901519770008,12.169636142041877,5.42076207438511,0.0
2026-03-13T12:10:02.999454Z,camera_01,87.32093809121386,12.163226496995925,5.42076207438511,0.0
2026-03-13T12:10:12.675779Z,camera_01,87.32222174439903,12.158947653045388,5.42076207438511,0.0
2026-03-13T12:10:22.972900Z,camera_01,87.32381999817305,12.153620140465298,5.42076207438511,0.0
2026-03-13T12:10:32.669075Z,camera_01,87.32542843367187,12.148258688802553,5.42076207438511,0.0
2026-03-13T12:10:42.974467Z,camera_01,87.32703182106447,12.142914064160596,5.42076207438511,0.0
2026-03-13T12:10:52.668688Z,camera_01,87.3270267456578,12.142930982182804,5.42076207438511,0.0
2026-03-13T12:11:02.967215Z,camera_01,87.32702167023352,12.14294790026374,5.42076207438511,0.0
2026-03-13T12:11:13.250431Z,camera_01,87.32703182099526,12.142914064391254,5.42076207438511,0.0
2026-03-13T12:11:23.557343Z,camera_01,87.3270216702239,12.142947900295807,5.42076207438511,0.0
2026-03-13T12:12:27.295878Z,camera_01,87.32092794034301,12.163260333232085,5.42076207438511,0.0
2026-03-13T12:12:27.368711Z,camera_01,87.32092794034301,12.163260333232085,5.42076207438511,0.0
2026-03-13T12:12:36.989211Z,camera_01,87.31932975416923,12.168587620478027,5.42076207438511,0.0
2026-03-13T12:12:46.974842Z,camera_01,87.31773161426841,12.173914753480748,5.42076207438511,0.0
2026-03-13T12:12:48.344258Z,camera_01,87.31773161426841,12.173914753480748,5.42076207438511,0.0
2026-03-13T12:12:56.977496Z,camera_01,87.31612337816138,12.179275540504227,5.42076207438511,0.0
2026-03-13T12:13:06.983569Z,camera_01,87.31483988103012,12.183553864275048,5.42076207438511,0.0
2026-03-13T12:13:07.093846Z,sensor_02,71.92786981080874,50.0,8.546263330019045,0.0
2026-03-13T12:13:17.287271Z,camera_01,87.31291219223218,12.189979493601534,5.42076207438511,0.0
2026-03-13T12:13:17.377560Z,sensor_02,74.49174499511719,50.0,0,0.0
2026-03-13T12:13:37.508791Z,camera_01,87.31003617003043,12.199566234274053,5.42076207438511,0.0
2026-03-13T12:13:37.572182Z,camera_01,87.31003617003043,12.199566234274053,5.42076207438511,0.0
2026-03-13T12:13:37.689752Z,sensor_02,72.73931735616361,50.0,5.841438178836156,0.0
2026-03-13T12:13:37.750827Z,sensor_02,72.73931735616361,50.0,5.841438178836156,0.0
2026-03-13T12:13:48.260490Z,camera_01,83.93373859897743,12.188693062957048,6.338007639833032,0.0
2026-03-13T12:13:48.424914Z,sensor_02,72.76709899124097,50.0,5.748832728578302,0.0
2026-03-13T12:13:58.248342Z,camera_01,83.89124256127937,12.18535477544246,6.482999386341137,0.0
2026-03-13T12:13:58.411216Z,sensor_02,72.78014820306424,50.0,5.705335355834018,0.0
2026-03-13T12:14:08.248781Z,camera_01,83.8770379482826,12.172287084351717,6.543415787421125,0.0
2026-03-13T12:14:08.406542Z,sensor_02,72.84708804114905,50.0,5.4822025622179975,0.0
2026-03-13T12:14:18.252805Z,camera_01,83.79834988697947,12.168944869703775,6.80905153974617,0.0
2026-03-13T12:14:18.398159Z,sensor_02,75.96990604031264,50.0,5.42076207438511,0.0
2026-03-13T12:14:28.564827Z,camera_01,85.84466552734375,12.156935322504587,0,0.0
2026-03-13T12:14:37.478308Z,camera_01,85.84565734863281,12.153633456442321,0,0.0
2026-03-13T12:14:47.776530Z,camera_01,85.7654761853859,12.149335384879619,0.27157336321560477,0.0
2026-03-13T12:14:47.888700Z,sensor_02,75.96990604031264,50.0,5.42076207438511,0.0
