node_degree,traffic_volume,fan_out_connections,packet_rate,periodicity_score,topology_centrality,destination_entropy,label
29,1926.0714596148744,12,13.979877262955549,0.43120372808848734,0.43119890406724054,4.116167224336399,p2p_botnet
2,32050.175528444397,43,685.7996256539676,0.011282315805420051,0.24439975445336495,7.8771054180315,mirai_botnet
70,3469.926038510866,1,34.466126419531236,0.7014132610439434,0.8046124850082832,0.30990986410335564,centralized_botnet
19,569.9984948204232,7,10.73692986900744,0.5966461771613576,0.493352578649596,5.719880813472641,p2p_botnet
18,597.5773894779193,8,19.133026335272792,0.5126576435691078,0.4770833005079832,4.031932504440428,p2p_botnet
133,1964.1018641040469,1,37.330540753018326,0.8219993315565242,0.9666389823472329,0.16934586140310884,centralized_botnet
2,264.0124790092561,2,3.8053996848046987,0.20401360423556214,0.26401308380298394,0.684854455525527,normal
27,1662.6992350416717,6,10.927253540027216,0.5853317731587588,0.5454543991712841,4.653081537611671,p2p_botnet
89,4378.135394712605,1,39.892804405495234,0.807938426477816,0.9173502331327696,0.48610212290565524,centralized_botnet
2,11341.59012386432,34,248.74024515670226,0.0031272813482387863,0.1846802961412739,6.78976303635114,mirai_botnet
4,41695.764280467534,27,756.1064512368886,0.15425406933718916,0.11480893034681808,6.716931457088545,mirai_botnet
2,876.7930832880342,2,5.045056067243831,0.11908202329808226,0.21124547565947993,1.1688412526636074,normal
1,632.1680089369544,2,8.98491468318694,0.19444298503238985,0.13587827378149053,1.213244787222995,normal
1,605.1494778125466,1,3.3046149048519156,0.10808671790768627,0.3131988669057363,0.6108908208118313,normal
2,14077.364105092829,71,606.9480147787453,0.1391032172852255,0.12786629088117513,7.208834758555635,mirai_botnet
20,804.5918371021542,11,9.34627179370652,0.4322442574508009,0.5859395304685147,5.616240759128834,p2p_botnet
1,884.3145311689459,2,2.9659639349515023,0.18330198957407323,0.36498407767566055,0.824345021005274,normal
16,1860.2426623186311,5,8.419027438129126,0.48542155772525125,0.5636029531844986,5.721461166512687,p2p_botnet
15,1266.1209538663486,13,12.272449570384747,0.538487206578054,0.4538824667597043,4.488251044495549,p2p_botnet
18,1105.7542565870613,5,8.808731209015171,0.44937521256772023,0.5392608545679577,5.424541179848884,p2p_botnet
1,997.9664365440477,1,6.486079005819072,0.2005358046457723,0.11544362537499682,0.7786464642366114,normal
1,315.6057016002752,2,5.778411249854227,0.18955663291461833,0.2658679267213984,1.0926967238793934,normal
20,1054.4816840921067,5,15.923245229177894,0.47355662654385067,0.5264611661187159,5.26705942152179,p2p_botnet
25,1697.5176874768267,13,9.811700974576038,0.4373037020799709,0.4081550283109528,5.181785886376484,p2p_botnet
13,524.8817433917842,7,17.14251569209573,0.46973319745834585,0.4192353102182842,5.881046528979208,p2p_botnet
4,47152.84949315305,20,708.1211053353527,0.14704322384815444,0.14181432414754275,7.082895947655132,mirai_botnet
148,1914.2000871891987,1,16.998197083837447,0.8964336686658871,0.9033271782542028,0.20433166993216362,centralized_botnet
2,968.8774161599142,1,9.103762514469974,0.2266202914546536,0.2017089373146102,0.8492095746126609,normal
4,43534.59313451416,73,801.8879912718614,0.12840632923085757,0.11682799299900977,6.323257428189228,mirai_botnet
153,3425.7162386383598,1,10.367882064665185,0.7202943085732064,0.9327003538216112,0.10202463353848748,centralized_botnet
3,29693.020521496375,73,503.5817286876226,0.19889149252216415,0.1351850505354691,6.036150727231042,mirai_botnet
70,1715.2908368853152,1,24.658751383314396,0.8488341046113125,0.9441879848504259,0.2232243167409557,centralized_botnet
4,21547.21113767451,41,319.59067904117524,0.19460211095048913,0.17861954493335208,7.784093110354227,mirai_botnet
11,1025.1176115420135,5,13.653558269395386,0.4985035387637728,0.4390485975596089,5.444904230523011,p2p_botnet
13,536.4739496471808,5,5.654056576316506,0.5989101021594682,0.4939889027981886,4.559120683593517,p2p_botnet
148,3990.8750955896558,1,48.122873880958124,0.7661500609341028,0.910552993367098,0.3289169876683353,centralized_botnet
2,8390.58152027577,51,866.0230043651712,0.06338440103125553,0.1338985493372185,7.1136025249167005,mirai_botnet
12,1355.0917551340476,12,8.133780764230403,0.5342287033648101,0.4717293562592328,4.508327298139477,p2p_botnet
179,2290.203056954402,1,43.94679179698698,0.7273242662884057,0.9417821993820237,0.3211279907631631,centralized_botnet
75,4240.453578716722,1,44.68289274320415,0.8826481105112942,0.9022684797721876,0.30060651787487985,centralized_botnet
2,684.9675376999886,2,4.571054444924996,0.1101537062078794,0.36598514468519805,0.5276167718737047,normal
115,2753.896492072348,1,36.881045411807975,0.7656305334949464,0.8310083233455489,0.49273635532421245,centralized_botnet
107,4441.618473246701,1,20.01005442063456,0.7077669468858846,0.8606531029346446,0.3148329708786622,centralized_botnet
1,845.0821034088298,2,2.9423892474715885,0.22457809516380006,0.1256042394981304,0.5516817211686077,normal
3,29328.580472454792,74,224.51778317602123,0.026549084448593965,0.2939073734228318,7.429190208359904,mirai_botnet
26,1098.2313521671917,7,11.584571310584542,0.4156912762684532,0.40507014868309155,5.92529682935585,p2p_botnet
18,1532.7498511480496,5,7.599414801062687,0.4312874085342172,0.45004857963291905,5.098453329412241,p2p_botnet
2,34708.8819522979,20,959.3787525968747,0.1475793833391537,0.21087081050228013,7.223441492468704,mirai_botnet
12,871.5964842517362,7,16.367691656965537,0.4028786977259512,0.42321452810138327,4.0920052840435055,p2p_botnet
2,869.9145256099065,2,2.577972429004047,0.10343222036635005,0.32900932690117335,1.3069129770507795,normal
2,25910.321582282515,42,143.25303177733036,0.1898291463182772,0.27733607745960953,6.521787246683428,mirai_botnet
196,3012.545034320351,1,44.25959364753289,0.831738726323789,0.832586885416286,0.12822749896017194,centralized_botnet
11,539.7669658124328,8,13.632112668138184,0.4776339852413044,0.5286576436884707,4.916505780983034,p2p_botnet
20,1912.1972131647879,7,17.30640265656902,0.5302969543715575,0.4413368719753491,4.547922254642268,p2p_botnet
4,21976.658745258912,54,402.89879339985384,0.13114452707614843,0.177079324193113,7.363227337945579,mirai_botnet
164,2127.4190990935995,1,14.72659310486625,0.8393474330728301,0.9257885693559769,0.4509888054108212,centralized_botnet
2,41156.64186731818,55,259.69558940175057,0.1501229503281717,0.2613669478534528,7.981010284001346,mirai_botnet
3,16250.74021472471,43,880.4049464887498,0.11237333842875473,0.14771937195806803,7.359689559800492,mirai_botnet
12,654.6858032538989,5,13.014912102958451,0.4993122381366155,0.4779236172438407,4.595270349018621,p2p_botnet
26,580.2279451210534,13,17.707147161433845,0.4709810380925441,0.5913601770252912,5.353539808848606,p2p_botnet
4,27186.154599731224,35,503.6009697804878,0.05864215433961291,0.1657329090739832,7.345036912154077,mirai_botnet
2,40621.056967663186,76,202.1181418157032,0.18618582113745852,0.294849641706882,7.9918624840606585,mirai_botnet
182,3948.1422271640354,1,31.83663080659956,0.841166296775739,0.993730388794827,0.37521200407001565,centralized_botnet
194,1404.490704491161,1,13.364272244599897,0.840193826291824,0.8145526012728388,0.4287440237161425,centralized_botnet
54,3053.3046747695716,1,19.32912289698111,0.8162610834453564,0.9726277043978008,0.45214398745536677,centralized_botnet
1,916.9243357136917,1,7.780403667330475,0.17525191710618315,0.12505021500960065,1.2771469159274367,normal
140,1994.8966177211519,1,23.21010116076394,0.7868903688976543,0.8507364347746278,0.2620808347125668,centralized_botnet
107,3963.8954436426734,1,40.68779412434287,0.8645580703753386,0.9488423313886596,0.37241577083876365,centralized_botnet
3,23010.03017924112,44,881.7392153705142,0.04471916770389053,0.29264450788812224,6.024308949379632,mirai_botnet
2,6942.196037775925,40,139.06070496835548,0.18492866604471922,0.28382314305573186,6.5059803359784825,mirai_botnet
29,613.1518206346539,13,8.252136598797367,0.458898789367886,0.5991662750058742,5.393850111727629,p2p_botnet
25,1605.651058764529,14,19.25617226114838,0.5780527567781832,0.4911313505571426,5.240265195603073,p2p_botnet
3,13465.452187569259,27,418.01700522344754,0.11673122237017441,0.11554692739299698,7.948789615332333,mirai_botnet
4,36417.27713088853,36,351.78715645205114,0.08224134417443725,0.2205563764046597,6.54191528503026,mirai_botnet
2,168.58034163924685,2,9.548199219627316,0.245143901677672,0.28402455878073696,0.9182430362906189,normal
3,43972.87502751838,24,123.73027704752681,0.07529267337560992,0.2621106661563666,7.974552258629889,mirai_botnet
1,634.7176438169216,1,4.536905040809732,0.26583284414130287,0.27072444074972435,0.5635118295900013,normal
1,220.46690692056987,1,1.507379469858344,0.2729444752510106,0.3438703027390233,1.4997176732861306,normal
52,3221.7268224105096,1,40.75949660722042,0.8889531459764857,0.9699294781354824,0.19893924069727908,centralized_botnet
159,2005.7697580471938,1,20.989271881036352,0.7414455298016113,0.9756441334958385,0.4027996528688915,centralized_botnet
141,2074.6899281012293,1,10.887389681212065,0.7996330373291786,0.8952421393578028,0.4325485960250005,centralized_botnet
61,4265.54294085225,1,48.718950617592924,0.7176816446731292,0.9583635678939266,0.33598235885505445,centralized_botnet
24,1130.8036679976126,9,14.30464327030197,0.5408159536198447,0.44259283230178215,4.272742951173539,p2p_botnet
3,20776.440146296864,49,599.3340476880031,0.018200418210266057,0.24527940653004565,7.094892613798223,mirai_botnet
2,919.4241505629457,2,6.598780302050861,0.272472741749349,0.38485618709729263,0.6470734809290379,normal
2,27145.23318857922,88,982.0293177569293,0.09852361879857392,0.16575032205750165,7.2668017086334515,mirai_botnet
4,8413.849764889877,42,215.2412550619952,0.03038053870245887,0.12776543452988204,7.28174948960643,mirai_botnet
2,45355.47844577053,86,563.7124493777898,0.19462206985402086,0.22038707910819205,6.447698131812642,mirai_botnet
1,410.57436504014805,2,2.5930943584907213,0.11774050675141112,0.13619076133018027,0.9607787680327258,normal
95,2457.0794441923017,1,30.136690834194276,0.838078965725873,0.8078624279682198,0.4197641595636171,centralized_botnet
2,173.5831287539847,2,2.4127991444457435,0.1754571930484145,0.10077850731509397,1.3683011070355868,normal
2,31877.513701494376,71,288.41439100303927,0.0740944205582764,0.19690459703820426,7.236509543060592,mirai_botnet
23,1193.8020741997218,14,5.550248043358969,0.4504873888688042,0.5426699171769105,5.790413675374399,p2p_botnet
156,3128.4539410612624,1,14.286880453591042,0.7894824733646909,0.9065234532910047,0.19698820145389187,centralized_botnet
1,439.55574679416037,2,6.075685828169528,0.2681419971755862,0.12676129861361687,1.0353355640155235,normal
